date,geoRegion,sex,entries,type_variant,pop,sumTotal,per100Persons,per100PersonsTotal,type,version,granularity,freq,prct
202152,BL,male,37,sex,142767,2482,0.03,1.74,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.474,47.4
202201,BL,male,209,sex,142767,2691,0.15,1.88,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.55,55.00000000000001
202202,BL,male,194,sex,142767,2885,0.14,2.02,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.572,57.199999999999996
202203,BL,male,95,sex,142767,2980,0.07,2.09,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.617,61.7
202204,BL,male,5,sex,142767,2985,0,2.09,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.455,45.5
202205,BL,male,-443,sex,142767,2542,-0.31,1.78,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.521,52.1
202206,BL,male,-444,sex,142767,2098,-0.31,1.47,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.477,47.699999999999996
202207,BL,male,-307,sex,142767,1791,-0.22,1.25,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.487,48.699999999999996
202208,BL,male,-161,sex,142767,1630,-0.11,1.14,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.482,48.199999999999996
202209,BL,male,-16,sex,142767,1614,-0.01,1.13,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.296,29.599999999999998
202210,BL,male,-9,sex,142767,1605,-0.01,1.12,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.281,28.1
202211,BL,male,-15,sex,142767,1590,-0.01,1.11,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.326,32.6
202212,BL,male,-16,sex,142767,1574,-0.01,1.1,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.41,41
202213,BL,male,-10,sex,142767,1564,-0.01,1.1,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.556,55.60000000000001
202214,BL,male,-8,sex,142767,1556,-0.01,1.09,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.667,66.7
202215,BL,male,1,sex,142767,1557,0,1.09,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,1,100
202216,BL,male,0,sex,142767,1557,0,1.09,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0,0
202217,BL,male,-4,sex,142767,1553,-0,1.09,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.364,36.4
202052,BL,female,0,sex,148202,0,0,0,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,NA,NA
202053,BL,female,187,sex,148202,187,0.13,0.13,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.708,70.8
202101,BL,female,853,sex,148202,1040,0.58,0.7,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.518,51.800000000000004
202102,BL,female,1734,sex,148202,2774,1.17,1.87,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.56,56.00000000000001
202103,BL,female,1892,sex,148202,4666,1.28,3.15,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.565,56.49999999999999
202104,BL,female,-67,sex,148202,4599,-0.05,3.1,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.588,58.8
202105,BL,female,-1228,sex,148202,3371,-0.83,2.27,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.583,58.3
202106,BL,female,-863,sex,148202,2508,-0.58,1.69,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.622,62.2
202107,BL,female,2207,sex,148202,4715,1.49,3.18,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.559,55.900000000000006
202108,BL,female,1159,sex,148202,5874,0.78,3.96,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.638,63.800000000000004
202109,BL,female,1353,sex,148202,7227,0.91,4.88,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.524,52.400000000000006
202110,BL,female,924,sex,148202,8151,0.62,5.5,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.55,55.00000000000001
202111,BL,female,-1233,sex,148202,6918,-0.83,4.67,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.59,59
202112,BL,female,1248,sex,148202,8166,0.84,5.51,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.491,49.1
202113,BL,female,911,sex,148202,9077,0.61,6.12,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.58,57.99999999999999
202114,BL,female,771,sex,148202,9848,0.52,6.64,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.535,53.5
202115,BL,female,4868,sex,148202,14716,3.28,9.93,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.51,51
202116,BL,female,4919,sex,148202,19635,3.32,13.25,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.628,62.8
202117,BL,female,2549,sex,148202,22184,1.72,14.97,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.598,59.8
202118,BL,female,1351,sex,148202,23535,0.91,15.88,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.493,49.3
202119,BL,female,-3455,sex,148202,20080,-2.33,13.55,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.525,52.5
202120,BL,female,-31,sex,148202,20049,-0.02,13.53,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,-0.025,-2.5
202121,BL,female,-1825,sex,148202,18224,-1.23,12.3,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,1.12,112.00000000000001
202122,BL,female,-36,sex,148202,18188,-0.02,12.27,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,-0.039,-3.9
202123,BL,female,1788,sex,148202,19976,1.21,13.48,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.502,50.2
202124,BL,female,-2061,sex,148202,17915,-1.39,12.09,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.558,55.800000000000004
202125,BL,female,1390,sex,148202,19305,0.94,13.03,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.396,39.6
202126,BL,female,-2357,sex,148202,16948,-1.59,11.44,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.478,47.8
202127,BL,female,-3012,sex,148202,13936,-2.03,9.4,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.51,51
202128,BL,female,-2989,sex,148202,10947,-2.02,7.39,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.461,46.1
202129,BL,female,-3957,sex,148202,6990,-2.67,4.72,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.458,45.800000000000004
202130,BL,female,-1378,sex,148202,5612,-0.93,3.79,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.47,47
202131,BL,female,-515,sex,148202,5097,-0.35,3.44,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.458,45.800000000000004
202132,BL,female,-81,sex,148202,5016,-0.05,3.38,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.299,29.9
202133,BL,female,-115,sex,148202,4901,-0.08,3.31,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.341,34.1
202134,BL,female,457,sex,148202,5358,0.31,3.62,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.521,52.1
202135,BL,female,491,sex,148202,5849,0.33,3.95,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.479,47.9
202136,BL,female,317,sex,148202,6166,0.21,4.16,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.482,48.199999999999996
202137,BL,female,990,sex,148202,7156,0.67,4.83,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.479,47.9
202138,BL,female,419,sex,148202,7575,0.28,5.11,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.452,45.2
202139,BL,female,-352,sex,148202,7223,-0.24,4.87,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.483,48.3
202140,BL,female,-466,sex,148202,6757,-0.31,4.56,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.487,48.699999999999996
202141,BL,female,-1270,sex,148202,5487,-0.86,3.7,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.503,50.3
202142,BL,female,-1429,sex,148202,4058,-0.96,2.74,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.48,48
202143,BL,female,-785,sex,148202,3273,-0.53,2.21,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.507,50.7
202144,BL,female,-341,sex,148202,2932,-0.23,1.98,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.54,54
202145,BL,female,-153,sex,148202,2779,-0.1,1.88,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.427,42.699999999999996
202146,BL,female,-56,sex,148202,2723,-0.04,1.84,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.538,53.800000000000004
202147,BL,female,-54,sex,148202,2669,-0.04,1.8,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.335,33.5
202148,BL,female,-2,sex,148202,2667,-0,1.8,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.035,3.5000000000000004
202149,BL,female,150,sex,148202,2817,0.1,1.9,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.463,46.300000000000004
202150,BL,female,133,sex,148202,2950,0.09,1.99,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.672,67.2
202151,BL,female,-37,sex,148202,2913,-0.02,1.97,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.755,75.5
202152,BL,female,41,sex,148202,2954,0.03,1.99,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.526,52.6
202201,BL,female,171,sex,148202,3125,0.12,2.11,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.45,45
202202,BL,female,145,sex,148202,3270,0.1,2.21,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.428,42.8
202203,BL,female,59,sex,148202,3329,0.04,2.25,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.383,38.3
202204,BL,female,6,sex,148202,3335,0,2.25,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.545,54.50000000000001
202205,BL,female,-407,sex,148202,2928,-0.27,1.98,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.479,47.9
202206,BL,female,-487,sex,148202,2441,-0.33,1.65,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.523,52.300000000000004
202207,BL,female,-323,sex,148202,2118,-0.22,1.43,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.513,51.300000000000004
202208,BL,female,-173,sex,148202,1945,-0.12,1.31,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.518,51.800000000000004
202209,BL,female,-38,sex,148202,1907,-0.03,1.29,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.704,70.39999999999999
202210,BL,female,-23,sex,148202,1884,-0.02,1.27,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.719,71.89999999999999
202211,BL,female,-31,sex,148202,1853,-0.02,1.25,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.674,67.4
202212,BL,female,-23,sex,148202,1830,-0.02,1.23,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.59,59
202213,BL,female,-8,sex,148202,1822,-0.01,1.23,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.444,44.4
202214,BL,female,-4,sex,148202,1818,-0,1.23,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.333,33.300000000000004
202215,BL,female,0,sex,148202,1818,0,1.23,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0,0
202216,BL,female,2,sex,148202,1820,0,1.23,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,1,100
202217,BL,female,-7,sex,148202,1813,-0,1.22,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.636,63.6
202052,BL,unknown,0,sex,NA,0,NA,NA,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,NA,NA
202053,BL,unknown,1,sex,NA,1,NA,NA,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.004,0.4
202101,BL,unknown,0,sex,NA,1,NA,NA,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0,0
202102,BL,unknown,0,sex,NA,1,NA,NA,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0,0
202103,BL,unknown,0,sex,NA,1,NA,NA,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0,0
202104,BL,unknown,0,sex,NA,1,NA,NA,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,-0,-0
202105,BL,unknown,0,sex,NA,1,NA,NA,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,-0,-0
202106,BL,unknown,0,sex,NA,1,NA,NA,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,-0,-0
202107,BL,unknown,0,sex,NA,1,NA,NA,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0,0
202108,BL,unknown,0,sex,NA,1,NA,NA,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0,0
202109,BL,unknown,0,sex,NA,1,NA,NA,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0,0
202110,BL,unknown,0,sex,NA,1,NA,NA,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0,0
202111,BL,unknown,0,sex,NA,1,NA,NA,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,-0,-0
202112,BL,unknown,0,sex,NA,1,NA,NA,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0,0
202113,BL,unknown,0,sex,NA,1,NA,NA,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0,0
202114,BL,unknown,0,sex,NA,1,NA,NA,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0,0
202115,BL,unknown,0,sex,NA,1,NA,NA,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0,0
202116,BL,unknown,0,sex,NA,1,NA,NA,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0,0
202117,BL,unknown,0,sex,NA,1,NA,NA,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0,0
202118,BL,unknown,0,sex,NA,1,NA,NA,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0,0
202119,BL,unknown,0,sex,NA,1,NA,NA,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,-0,-0
202120,BL,unknown,0,sex,NA,1,NA,NA,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0,0
202121,BL,unknown,0,sex,NA,1,NA,NA,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,-0,-0
202122,BL,unknown,0,sex,NA,1,NA,NA,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0,0
202123,BL,unknown,0,sex,NA,1,NA,NA,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0,0
202124,BL,unknown,0,sex,NA,1,NA,NA,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,-0,-0
202125,BL,unknown,0,sex,NA,1,NA,NA,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0,0
202126,BL,unknown,0,sex,NA,1,NA,NA,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,-0,-0
202127,BL,unknown,0,sex,NA,1,NA,NA,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,-0,-0
202128,BL,unknown,0,sex,NA,1,NA,NA,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,-0,-0
202129,BL,unknown,0,sex,NA,1,NA,NA,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,-0,-0
202130,BL,unknown,0,sex,NA,1,NA,NA,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,-0,-0
202131,BL,unknown,0,sex,NA,1,NA,NA,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,-0,-0
202132,BL,unknown,0,sex,NA,1,NA,NA,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,-0,-0
202133,BL,unknown,-1,sex,NA,0,NA,NA,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.003,0.3
202134,BL,unknown,0,sex,NA,0,NA,NA,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0,0
202135,BL,unknown,0,sex,NA,0,NA,NA,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0,0
202136,BL,unknown,0,sex,NA,0,NA,NA,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0,0
202137,BL,unknown,1,sex,NA,1,NA,NA,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0,0
202138,BL,unknown,-1,sex,NA,0,NA,NA,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,-0.001,-0.1
202139,BL,unknown,0,sex,NA,0,NA,NA,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,-0,-0
202140,BL,unknown,0,sex,NA,0,NA,NA,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,-0,-0
202141,BL,unknown,3,sex,NA,3,NA,NA,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,-0.001,-0.1
202142,BL,unknown,0,sex,NA,3,NA,NA,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,-0,-0
202143,BL,unknown,0,sex,NA,3,NA,NA,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,-0,-0
202144,BL,unknown,1,sex,NA,4,NA,NA,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,-0.002,-0.2
202145,BL,unknown,0,sex,NA,4,NA,NA,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,-0,-0
202146,BL,unknown,0,sex,NA,4,NA,NA,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,-0,-0
202147,BL,unknown,0,sex,NA,4,NA,NA,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,-0,-0
202148,BL,unknown,-1,sex,NA,3,NA,NA,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.018,1.7999999999999998
202149,BL,unknown,0,sex,NA,3,NA,NA,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0,0
202150,BL,unknown,0,sex,NA,3,NA,NA,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0,0
202151,BL,unknown,0,sex,NA,3,NA,NA,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,-0,-0
202152,BL,unknown,0,sex,NA,3,NA,NA,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0,0
202201,BL,unknown,0,sex,NA,3,NA,NA,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0,0
202202,BL,unknown,0,sex,NA,3,NA,NA,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0,0
202203,BL,unknown,0,sex,NA,3,NA,NA,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0,0
202204,BL,unknown,0,sex,NA,3,NA,NA,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0,0
202205,BL,unknown,0,sex,NA,3,NA,NA,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,-0,-0
202206,BL,unknown,0,sex,NA,3,NA,NA,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,-0,-0
202207,BL,unknown,0,sex,NA,3,NA,NA,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,-0,-0
202208,BL,unknown,0,sex,NA,3,NA,NA,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,-0,-0
202209,BL,unknown,0,sex,NA,3,NA,NA,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,-0,-0
202210,BL,unknown,0,sex,NA,3,NA,NA,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,-0,-0
202211,BL,unknown,0,sex,NA,3,NA,NA,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,-0,-0
202212,BL,unknown,0,sex,NA,3,NA,NA,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,-0,-0
202213,BL,unknown,0,sex,NA,3,NA,NA,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,-0,-0
202214,BL,unknown,0,sex,NA,3,NA,NA,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,-0,-0
202215,BL,unknown,0,sex,NA,3,NA,NA,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0,0
202216,BL,unknown,0,sex,NA,3,NA,NA,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0,0
202217,BL,unknown,0,sex,NA,3,NA,NA,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,-0,-0
202052,BS,male,0,sex,95621,0,0,0,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,NA,NA
202053,BS,male,1127,sex,95621,1127,1.18,1.18,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.516,51.6
202101,BS,male,830,sex,95621,1957,0.87,2.05,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.505,50.5
202102,BS,male,1483,sex,95621,3440,1.55,3.6,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.447,44.7
202103,BS,male,-416,sex,95621,3024,-0.44,3.16,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,1.312,131.20000000000002
202104,BS,male,-496,sex,95621,2528,-0.52,2.64,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.733,73.3
202105,BS,male,301,sex,95621,2829,0.31,2.96,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.368,36.8
202106,BS,male,-920,sex,95621,1909,-0.96,2,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.476,47.599999999999994
202107,BS,male,-538,sex,95621,1371,-0.56,1.43,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.407,40.699999999999996
202108,BS,male,124,sex,95621,1495,0.13,1.56,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,10.333,1033.3
202109,BS,male,389,sex,95621,1884,0.41,1.97,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.39,39
202110,BS,male,-39,sex,95621,1845,-0.04,1.93,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,-0.574,-57.4
202111,BS,male,131,sex,95621,1976,0.14,2.07,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.407,40.699999999999996
202112,BS,male,492,sex,95621,2468,0.51,2.58,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.409,40.9
202113,BS,male,43,sex,95621,2511,0.04,2.63,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,-0.956,-95.6
202114,BS,male,205,sex,95621,2716,0.21,2.84,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.623,62.3
202115,BS,male,665,sex,95621,3381,0.7,3.54,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.365,36.5
202116,BS,male,2945,sex,95621,6326,3.08,6.62,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.477,47.699999999999996
202117,BS,male,2325,sex,95621,8651,2.43,9.05,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.464,46.400000000000006
202118,BS,male,2908,sex,95621,11559,3.04,12.09,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.45,45
202119,BS,male,4626,sex,95621,16185,4.84,16.93,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.535,53.5
202120,BS,male,-1003,sex,95621,15182,-1.05,15.88,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.383,38.3
202121,BS,male,758,sex,95621,15940,0.79,16.67,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,1.13,112.99999999999999
202122,BS,male,2164,sex,95621,18104,2.26,18.93,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.653,65.3
202123,BS,male,-3898,sex,95621,14206,-4.08,14.86,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.517,51.7
202124,BS,male,885,sex,95621,15091,0.93,15.78,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.618,61.8
202125,BS,male,-286,sex,95621,14805,-0.3,15.48,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.306,30.599999999999998
202126,BS,male,-3486,sex,95621,11319,-3.65,11.84,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.493,49.3
202127,BS,male,-113,sex,95621,11206,-0.12,11.72,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.242,24.2
202128,BS,male,-2862,sex,95621,8344,-2.99,8.73,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.527,52.7
202129,BS,male,-2331,sex,95621,6013,-2.44,6.29,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.558,55.800000000000004
202130,BS,male,-1234,sex,95621,4779,-1.29,5,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.561,56.10000000000001
202131,BS,male,-1054,sex,95621,3725,-1.1,3.9,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.506,50.6
202132,BS,male,-22,sex,95621,3703,-0.02,3.87,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,-1.048,-104.80000000000001
202133,BS,male,-266,sex,95621,3437,-0.28,3.59,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.573,57.3
202134,BS,male,235,sex,95621,3672,0.25,3.84,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.513,51.300000000000004
202135,BS,male,364,sex,95621,4036,0.38,4.22,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.479,47.9
202136,BS,male,815,sex,95621,4851,0.85,5.07,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.52,52
202137,BS,male,311,sex,95621,5162,0.33,5.4,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.598,59.8
202138,BS,male,12,sex,95621,5174,0.01,5.41,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.387,38.7
202139,BS,male,-692,sex,95621,4482,-0.72,4.69,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.534,53.400000000000006
202140,BS,male,-526,sex,95621,3956,-0.55,4.14,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.51,51
202141,BS,male,-940,sex,95621,3016,-0.98,3.15,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.507,50.7
202142,BS,male,-648,sex,95621,2368,-0.68,2.48,COVID19PartiallyVaccPersons,2022-05-03_10-25-13,detailed,0.507,50.7
